"U:0","U:1","U:2","S:0","S:1","S:2","S:3","S:4","S:5","S:6","S:7","S:8","S:9","ERROR","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.020391,-0.022003,1.3553e-20,12.524,81.453,-0.22333,-0.0034965,6.7763e-21,-1.7347e-18,76.118,-0.22335,12.524,81.453,2.2485,1,8.7376,59.538,0,0
0.020386,-0.021943,0,12.615,81.09,-0.22071,-0.00327,0,0,75.725,-0.22073,12.615,81.09,2.2483,1,8.8392,59.639,0,0
0.02038,-0.021883,0,12.706,80.727,-0.21809,-0.0030435,0,-1.7347e-18,75.332,-0.21811,12.706,80.727,2.2481,1,8.9408,59.741,0,0
0.020375,-0.021823,-6.7763e-21,12.797,80.364,-0.21547,-0.002817,0,8.6736e-19,74.939,-0.21549,12.797,80.364,2.248,1,9.0424,59.842,0,0
0.02037,-0.021763,3.3881e-21,12.887,80.002,-0.21286,-0.0025905,0,0,74.546,-0.21287,12.887,80.002,2.2478,1,9.144,59.944,0,0
0.020365,-0.021703,-3.3881e-21,12.978,79.639,-0.21024,-0.002364,-6.7763e-21,-4.3368e-19,74.153,-0.21025,12.978,79.639,2.2476,1,9.2456,60.046,0,0
0.020359,-0.021643,3.3881e-21,13.069,79.276,-0.20762,-0.0021375,-6.7763e-21,4.3368e-19,73.76,-0.20763,13.069,79.276,2.2474,1,9.3472,60.147,0,0
0.020354,-0.021583,-3.3881e-21,13.16,78.913,-0.205,-0.001911,0,-4.3368e-19,73.367,-0.20502,13.16,78.913,2.2472,1,9.4488,60.249,0,0
0.020349,-0.021523,3.3881e-21,13.25,78.55,-0.20238,-0.0016845,0,8.6736e-19,72.973,-0.2024,13.251,78.55,2.247,1,9.5504,60.35,0,0
0.020344,-0.021463,0,13.341,78.188,-0.19976,-0.001458,0,0,72.58,-0.19978,13.341,78.188,2.2469,1,9.652,60.452,0,0
0.020338,-0.021403,-3.3881e-21,13.432,77.825,-0.19715,-0.0012314,0,0,72.187,-0.19716,13.432,77.825,2.2467,1,9.7536,60.554,0,0
0.020333,-0.021343,-1.6941e-21,13.523,77.462,-0.19453,-0.0010049,-1.6941e-21,2.1684e-19,71.794,-0.19454,13.523,77.462,2.2465,1,9.8552,60.655,0,0
0.020328,-0.021283,1.6941e-21,13.614,77.099,-0.19191,-0.00077843,5.0822e-21,2.1684e-19,71.401,-0.19192,13.614,77.099,2.2463,1,9.9568,60.757,0,0
0.020322,-0.021223,2.9646e-21,13.704,76.736,-0.18929,-0.00055193,8.4703e-22,-2.7105e-19,71.008,-0.1893,13.704,76.736,2.2461,1,10.058,60.858,0,0
0.020317,-0.021163,-1.775e-21,13.795,76.374,-0.18667,-0.00032542,-1.1047e-21,-1.3226e-19,70.615,-0.18668,13.795,76.374,2.2459,1,10.16,60.96,0,0
0.020314,-0.021103,0,13.867,76.044,-0.18436,-9.0824e-05,0,0,70.266,-0.18437,13.867,76.044,2.2471,1,10.262,61.062,0,0
0.02031,-0.021043,0,13.938,75.714,-0.18205,0.00014377,0,0,69.918,-0.18206,13.938,75.714,2.2483,1,10.363,61.163,0,0
0.020307,-0.020983,0,14.009,75.384,-0.17974,0.00037837,3.3881e-21,8.6736e-19,69.569,-0.17975,14.009,75.384,2.2494,1,10.465,61.265,0,0
0.020303,-0.020923,-6.7763e-21,14.081,75.053,-0.17743,0.00061297,0,8.6736e-19,69.22,-0.17744,14.081,75.053,2.2506,1,10.566,61.366,0,0
0.0203,-0.020863,0,14.152,74.723,-0.17512,0.00084756,3.3881e-21,0,68.871,-0.17513,14.152,74.723,2.2517,1,10.668,61.468,0,0
